"VIDEO","NUMBER_OF_HITS","HIT_INTENSITY","NUMBER_OF_TUG","TOTAL_FRAMES_IN_TUG","NUMBER_OF_JERK_FRAMES","TIME","NUMBER_OF_RINGDROP","VARIANCE","ARC_LENGTH","CURVATURE_MAX_COUNT"
"T3_2_t10_aug_perturb_X","3","0","0","0","3","19.84","0","0.03725861252938916","3.0240293611290907","4"
"T3_2_t10_aug_noise_perturb_X","3.0","0.0","0.0","0.0","3.0","19.84","0.0","0.03725861252938916","3.0240293611290907","4.0"
"T3_2_t11_aug_perturb_X","1","1","0","0","1","24.64","0","0.031605041667152646","3.1043445769776783","8"
"T3_2_t11_aug_noise_perturb_X","1.0","1.0","0.0","0.0","1.0","24.64","0.0","0.031605041667152646","3.1043445769776783","8.0"
"T3_2_t12_aug_perturb_X","2","0","0","0","6","33.72","0","0.04354896051497583","5.0027518347635045","6"
"T3_2_t12_aug_noise_perturb_X","2.0","0.0","0.0","0.0","6.0","33.72","0.0","0.04354896051497583","5.0027518347635045","6.0"
"T3_2_t2_aug_perturb_X","1","0","0","0","0","15.96","0","0.04422284785126887","2.796886874503147","3"
"T3_2_t2_aug_noise_perturb_X","1.0","0.0","0.0","0.0","0.0","15.96","0.0","0.04422284785126887","2.796886874503147","3.0"
"T3_2_t3_aug_perturb_X","0","0","0","0","0","12.6","0","0.0561833765368029","3.0001801609099945","2"
"T3_2_t3_aug_noise_perturb_X","0.0","0.0","0.0","0.0","0.0","12.6","0.0","0.0561833765368029","3.0001801609099945","2.0"
"T3_2_t4_aug_perturb_X","0","0","0","0","0","15.6","0","0.04801770714167798","3.2581274802414626","1"
"T3_2_t4_aug_noise_perturb_X","0.0","0.0","0.0","0.0","0.0","15.6","0.0","0.04801770714167798","3.2581274802414626","1.0"
"T3_2_t5_aug_perturb_X","0","0","0","0","0","13.72","0","0.06864415384436255","3.9428684082965844","2"
"T3_2_t5_aug_noise_perturb_X","0.0","0.0","0.0","0.0","0.0","13.72","0.0","0.06864415384436255","3.9428684082965844","2.0"
"T3_2_t6_aug_perturb_X","3","0","1","7","1","20.76","0","0.051216581089079144","4.384410379955555","7"
"T3_2_t6_aug_noise_perturb_X","3.0","0.0","1.0","7.0","1.0","20.76","0.0","0.051216581089079144","4.384410379955555","7.0"
"T3_2_t7_aug_perturb_X","1","0","0","0","0","24.6","0","0.032189047986766944","3.30580985959525","6"
"T3_2_t7_aug_noise_perturb_X","1.0","0.0","0.0","0.0","0.0","24.6","0.0","0.032189047986766944","3.30580985959525","6.0"
"T3_2_t8_aug_perturb_X","0","0","0","0","2","28.6","0","0.03346379919177269","4.028937217474806","12"
"T3_2_t8_aug_noise_perturb_X","0.0","0.0","0.0","0.0","2.0","28.6","0.0","0.03346379919177269","4.028937217474806","12.0"
"T3_2_t9_aug_perturb_X","1","0","0","0","2","13.76","0","0.04717522396262218","2.7148951106336985","6"
"T3_2_t9_aug_noise_perturb_X","1.0","0.0","0.0","0.0","2.0","13.76","0.0","0.04717522396262218","2.7148951106336985","6.0"
